,ImageName,app1,app2,Advantra,MOST,EnsembleNeuronTracerBasic,meanshift,TreMap,MST_Tracing,EnsembleNeuronTracerV2n,spanningtree,axis_analyzer,Rayshooting,smartTracing,simple,EnsembleNeuronTracerV2s
2103,E:\result\0965_seg.v3dpbd\gold\1539_804_181_gold.tiff,-1,-1,-1,0.5536912751677853,0.18115942028985507,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.47275641025641024,-1.0,0.18115942028985507
2104,E:\result\0965_seg.v3dpbd\gold\1572_844_184_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4732824427480916,-1.0,0.0
2105,E:\result\0965_seg.v3dpbd\gold\1578_716_185_gold.tiff,-1,-1,-1,0.45369127516778524,0.2513181019332162,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.47816166883963496,-1.0,0.2513181019332162
2106,E:\result\0965_seg.v3dpbd\gold\1578_717_184_gold.tiff,-1,-1,-1,0.45187165775401067,0.2517605633802817,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4787957267724183,-1.0,0.2517605633802817
2107,E:\result\0965_seg.v3dpbd\gold\1585_588_185_gold.tiff,-1,-1,-1,0.4202370100273473,0.20851596743894804,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.40894361633182114,-1.0,0.20851596743894804
2108,E:\result\0965_seg.v3dpbd\gold\1595_747_179_gold.tiff,-1,-1,-1,0.5259433962264151,0.26993275696445723,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5005931198102017,-1.0,0.26993275696445723
2109,E:\result\0965_seg.v3dpbd\gold\1603_504_171_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2110,E:\result\0965_seg.v3dpbd\gold\1623_589_181_gold.tiff,-1,-1,-1,0.37918871252204583,0.0675990675990676,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.336996336996337,-1.0,0.0675990675990676
2111,E:\result\0965_seg.v3dpbd\gold\1632_342_142_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.13924050632911392,-1.0,0.0
2112,E:\result\0965_seg.v3dpbd\gold\1661_682_180_gold.tiff,-1,-1,-1,0.47058823529411764,0.32335329341317365,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.49395770392749244,-1.0,0.32335329341317365
2113,E:\result\0965_seg.v3dpbd\gold\1706_753_194_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.41025641025641024,-1.0,0.0
2114,E:\result\0965_seg.v3dpbd\gold\1723_756_192_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2115,E:\result\0965_seg.v3dpbd\gold\182_1162_115_gold.tiff,-1,-1,-1,0.449438202247191,0.3152337858220211,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5918635170603674,-1.0,0.3152337858220211
2116,E:\result\0965_seg.v3dpbd\gold\183_846_123_gold.tiff,-1,-1,-1,0.13358070500927643,0.10351377018043685,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.26863832409118915,-1.0,0.10351377018043685
2117,E:\result\0965_seg.v3dpbd\gold\190_777_123_gold.tiff,-1,-1,-1,0.15283842794759825,0.14868804664723032,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3217309501411101,-1.0,0.14868804664723032
2118,E:\result\0965_seg.v3dpbd\gold\192_1153_114_gold.tiff,-1,-1,-1,0.449438202247191,0.3575268817204301,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.568561872909699,-1.0,0.3575268817204301
2119,E:\result\0965_seg.v3dpbd\gold\195_1069_113_gold.tiff,-1,-1,-1,0.44308943089430897,0.2992036405005688,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.36976047904191617,-1.0,0.2992036405005688
2120,E:\result\0965_seg.v3dpbd\gold\195_769_128_gold.tiff,-1,-1,-1,0.16055045871559634,0.21176470588235294,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.34538534728829684,-1.0,0.21176470588235294
2121,E:\result\0965_seg.v3dpbd\gold\195_826_127_gold.tiff,-1,-1,-1,0.14140625,0.15151515151515152,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.31389578163771714,-1.0,0.15151515151515152
2122,E:\result\0965_seg.v3dpbd\gold\199_1099_114_gold.tiff,-1,-1,-1,0.4492753623188406,0.3362745098039216,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4236760124610592,-1.0,0.3362745098039216
2123,E:\result\0965_seg.v3dpbd\gold\200_1034_112_gold.tiff,-1,-1,-1,0.4864864864864865,0.27638190954773867,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.314804310833806,-1.0,0.27638190954773867
2124,E:\result\0965_seg.v3dpbd\gold\205_1116_113_gold.tiff,-1,-1,-1,0.449438202247191,0.34787123572170303,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4666666666666667,-1.0,0.34787123572170303
2125,E:\result\0965_seg.v3dpbd\gold\207_1197_111_gold.tiff,-1,-1,-1,0.6060606060606061,0.3449612403100775,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.7777777777777778,-1.0,0.3449612403100775
2126,E:\result\0965_seg.v3dpbd\gold\210_941_115_gold.tiff,-1,-1,-1,0.3928157589803013,0.2297872340425532,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3908338637810312,-1.0,0.2297872340425532
2127,E:\result\0965_seg.v3dpbd\gold\213_778_135_gold.tiff,-1,-1,-1,0.15773809523809523,0.22369511184755592,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.37277537277537276,-1.0,0.22369511184755592
2128,E:\result\0965_seg.v3dpbd\gold\217_971_114_gold.tiff,-1,-1,-1,0.47478991596638653,0.2482893450635386,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4268218003674219,-1.0,0.2482893450635386
2129,E:\result\0965_seg.v3dpbd\gold\225_906_131_gold.tiff,-1,-1,-1,0.3295540438397581,0.18516483516483517,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4084177708495713,-1.0,0.18516483516483517
2130,E:\result\0965_seg.v3dpbd\gold\242_897_130_gold.tiff,-1,-1,-1,0.330030959752322,0.18599464763603926,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4417739628040057,-1.0,0.18599464763603926
2131,E:\result\0965_seg.v3dpbd\gold\249_1025_114_gold.tiff,-1,-1,-1,0.45989304812834225,0.2632331902718169,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.34303112313937756,-1.0,0.2632331902718169
2132,E:\result\0965_seg.v3dpbd\gold\253_988_124_gold.tiff,-1,-1,-1,0.49644549763033174,0.2671232876712329,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4490169181527206,-1.0,0.2671232876712329
2133,E:\result\0965_seg.v3dpbd\gold\261_843_123_gold.tiff,-1,-1,-1,0.15237467018469658,0.16059322033898304,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.37059415911379656,-1.0,0.16059322033898304
2134,E:\result\0965_seg.v3dpbd\gold\273_1015_115_gold.tiff,-1,-1,-1,0.5194805194805194,0.43577235772357725,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5618466898954704,-1.0,0.43577235772357725
2135,E:\result\0965_seg.v3dpbd\gold\280_962_101_gold.tiff,-1,-1,-1,0.4829742876997915,0.31335535630014155,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5753846153846154,-1.0,0.31335535630014155
2136,E:\result\0965_seg.v3dpbd\gold\295_1001_119_gold.tiff,-1,-1,-1,0.48954372623574144,0.34294871794871795,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.572812291249165,-1.0,0.34294871794871795
2137,E:\result\0965_seg.v3dpbd\gold\305_967_105_gold.tiff,-1,-1,-1,0.47814018043025674,0.27595628415300544,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5492957746478874,-1.0,0.27595628415300544
2138,E:\result\0965_seg.v3dpbd\gold\309_1007_103_gold.tiff,-1,-1,-1,0.4809358752166378,0.3051881993896236,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5464227198252322,-1.0,0.3051881993896236
2139,E:\result\0965_seg.v3dpbd\gold\309_818_94_gold.tiff,-1,-1,-1,0.19776770143006628,0.20498614958448755,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3404640447589271,-1.0,0.20498614958448755
2140,E:\result\0965_seg.v3dpbd\gold\311_797_102_gold.tiff,-1,-1,-1,0.18293683347005743,0.19242779078844652,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.32786164443793053,-1.0,0.19242779078844652
2141,E:\result\0965_seg.v3dpbd\gold\318_715_126_gold.tiff,-1,-1,-1,0.1997929606625259,0.19562043795620437,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.27351455376473416,-1.0,0.19562043795620437
2142,E:\result\0965_seg.v3dpbd\gold\323_711_124_gold.tiff,-1,-1,-1,0.18958979662185454,0.20040214477211796,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.25649426632342615,-1.0,0.20040214477211796
2143,E:\result\0965_seg.v3dpbd\gold\323_806_127_gold.tiff,-1,-1,-1,0.17531938026637672,0.173522295195299,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.31629196181090236,-1.0,0.173522295195299
2144,E:\result\0965_seg.v3dpbd\gold\323_839_125_gold.tiff,-1,-1,-1,0.19486531986531985,0.14708646616541354,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.36459209419680405,-1.0,0.14708646616541354
2145,E:\result\0965_seg.v3dpbd\gold\32_32_113_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2146,E:\result\0965_seg.v3dpbd\gold\32_32_122_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2147,E:\result\0965_seg.v3dpbd\gold\32_32_15_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2148,E:\result\0965_seg.v3dpbd\gold\32_32_169_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2149,E:\result\0965_seg.v3dpbd\gold\32_32_174_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2150,E:\result\0965_seg.v3dpbd\gold\333_1040_78_gold.tiff,-1,-1,-1,0.4132867132867133,0.29747207524985303,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.501062215477997,-1.0,0.29747207524985303
2151,E:\result\0965_seg.v3dpbd\gold\338_879_111_gold.tiff,-1,-1,-1,0.243142144638404,0.16587452471482889,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4201945080091533,-1.0,0.16587452471482889
2152,E:\result\0965_seg.v3dpbd\gold\340_1015_38_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.0,-1.0,0.0
2153,E:\result\0965_seg.v3dpbd\gold\341_751_132_gold.tiff,-1,-1,-1,0.18925135926390632,0.21460014673514308,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.2879153269024652,-1.0,0.21460014673514308
2154,E:\result\0965_seg.v3dpbd\gold\342_1067_97_gold.tiff,-1,-1,-1,0.34263465282284233,0.22098475967174677,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4287652645861601,-1.0,0.22098475967174677
2155,E:\result\0965_seg.v3dpbd\gold\348_962_123_gold.tiff,-1,-1,-1,0.4947791164658635,0.20086794792312462,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.49532562192996354,-1.0,0.20086794792312462
2156,E:\result\0965_seg.v3dpbd\gold\351_1095_115_gold.tiff,-1,-1,-1,0.3053817271589487,0.38074398249452956,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3947157726180945,-1.0,0.38074398249452956
2157,E:\result\0965_seg.v3dpbd\gold\355_1101_114_gold.tiff,-1,-1,-1,0.3179864947820749,0.3581395348837209,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.40897435897435896,-1.0,0.3581395348837209
2158,E:\result\0965_seg.v3dpbd\gold\358_1087_96_gold.tiff,-1,-1,-1,0.3384700055035773,0.348381601362862,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.43509865005192105,-1.0,0.348381601362862
2159,E:\result\0965_seg.v3dpbd\gold\370_952_116_gold.tiff,-1,-1,-1,0.4645922746781116,0.22331195775179177,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.473957432081675,-1.0,0.22331195775179177
2160,E:\result\0965_seg.v3dpbd\gold\372_1104_114_gold.tiff,-1,-1,-1,0.3291005291005291,0.34845360824742266,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4485118029421827,-1.0,0.34845360824742266
2161,E:\result\0965_seg.v3dpbd\gold\376_1090_78_gold.tiff,-1,-1,-1,0.340080971659919,0.36726384364820847,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4398826979472141,-1.0,0.36726384364820847
2162,E:\result\0965_seg.v3dpbd\gold\381_1035_156_gold.tiff,-1,-1,-1,0.386411889596603,0.21909307875894987,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.500130992926382,-1.0,0.21909307875894987
2163,E:\result\0965_seg.v3dpbd\gold\381_939_126_gold.tiff,-1,-1,-1,0.37822349570200575,0.2444038373686615,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4649518947575103,-1.0,0.2444038373686615
2164,E:\result\0965_seg.v3dpbd\gold\382_1039_113_gold.tiff,-1,-1,-1,0.37310720775287703,0.1909471281856219,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.47087585034013607,-1.0,0.1909471281856219
2165,E:\result\0965_seg.v3dpbd\gold\387_1232_132_gold.tiff,-1,-1,-1,0.8787878787878788,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.6739130434782609,-1.0,0.0
2166,E:\result\0965_seg.v3dpbd\gold\393_1167_117_gold.tiff,-1,-1,-1,0.42278481012658226,0.29411764705882354,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4791386271870794,-1.0,0.29411764705882354
2167,E:\result\0965_seg.v3dpbd\gold\395_665_123_gold.tiff,-1,-1,-1,0.22556894243641232,0.2904699738903394,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.27388963660834453,-1.0,0.2904699738903394
2168,E:\result\0965_seg.v3dpbd\gold\401_959_141_gold.tiff,-1,-1,-1,0.45382585751978893,0.14637846037163443,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.44172164624568017,-1.0,0.14637846037163443
2169,E:\result\0965_seg.v3dpbd\gold\408_911_114_gold.tiff,-1,-1,-1,0.38,0.2505415162454874,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.43037974683544306,-1.0,0.2505415162454874
2170,E:\result\0965_seg.v3dpbd\gold\417_1226_138_gold.tiff,-1,-1,-1,0.5862068965517241,0.21159420289855072,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.494279176201373,-1.0,0.21159420289855072
2171,E:\result\0965_seg.v3dpbd\gold\423_1148_139_gold.tiff,-1,-1,-1,0.3663212435233161,0.2515212981744422,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.43505105675611494,-1.0,0.2515212981744422
2172,E:\result\0965_seg.v3dpbd\gold\423_970_146_gold.tiff,-1,-1,-1,0.3613138686131387,0.12960497114957834,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4105207507269363,-1.0,0.12960497114957834
2173,E:\result\0965_seg.v3dpbd\gold\426_1098_120_gold.tiff,-1,-1,-1,0.3390894819466248,0.2908232118758435,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.46057619408642914,-1.0,0.2908232118758435
2174,E:\result\0965_seg.v3dpbd\gold\430_1177_116_gold.tiff,-1,-1,-1,0.38800827015851136,0.2935672514619883,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4207195203197868,-1.0,0.2935672514619883
2175,E:\result\0965_seg.v3dpbd\gold\437_794_122_gold.tiff,-1,-1,-1,0.3163995420721236,0.2911740890688259,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4216464170592611,-1.0,0.2911740890688259
2176,E:\result\0965_seg.v3dpbd\gold\439_793_112_gold.tiff,-1,-1,-1,0.31499506277331074,0.2883269720101781,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4179249878226985,-1.0,0.2883269720101781
2177,E:\result\0965_seg.v3dpbd\gold\446_662_112_gold.tiff,-1,-1,-1,0.24536628420123566,0.2679900744416873,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3425733768158909,-1.0,0.2679900744416873
2178,E:\result\0965_seg.v3dpbd\gold\450_791_113_gold.tiff,-1,-1,-1,0.3460791635548917,0.2919967663702506,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4225352112676056,-1.0,0.2919967663702506
2179,E:\result\0965_seg.v3dpbd\gold\451_1152_137_gold.tiff,-1,-1,-1,0.3852596314907873,0.28311258278145696,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.44693446088794925,-1.0,0.28311258278145696
2180,E:\result\0965_seg.v3dpbd\gold\451_665_128_gold.tiff,-1,-1,-1,0.24231072555205047,0.26079593564775616,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3420293834958122,-1.0,0.26079593564775616
2181,E:\result\0965_seg.v3dpbd\gold\451_745_133_gold.tiff,-1,-1,-1,0.2893777498428661,0.317879816920124,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3963453056080655,-1.0,0.317879816920124
2182,E:\result\0965_seg.v3dpbd\gold\458_839_124_gold.tiff,-1,-1,-1,0.37632869991823387,0.25050878815911193,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4092847654338251,-1.0,0.25050878815911193
2183,E:\result\0965_seg.v3dpbd\gold\461_1008_125_gold.tiff,-1,-1,-1,0.4444444444444444,0.1277205040091638,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4272704590818363,-1.0,0.1277205040091638
2184,E:\result\0965_seg.v3dpbd\gold\467_1241_131_gold.tiff,-1,-1,-1,0.43333333333333335,0.3416666666666667,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5121951219512195,-1.0,0.3416666666666667
2185,E:\result\0965_seg.v3dpbd\gold\468_959_21_gold.tiff,-1,-1,-1,0.0,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.2175925925925926,-1.0,0.0
2186,E:\result\0965_seg.v3dpbd\gold\469_711_113_gold.tiff,-1,-1,-1,0.289864428663654,0.2980207351555137,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4020463651974814,-1.0,0.2980207351555137
2187,E:\result\0965_seg.v3dpbd\gold\475_911_24_gold.tiff,-1,-1,-1,0.4152046783625731,0.3625,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.41487279843444225,-1.0,0.3625
2188,E:\result\0965_seg.v3dpbd\gold\476_921_113_gold.tiff,-1,-1,-1,0.3446979192780145,0.21056782334384858,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.371718338789396,-1.0,0.21056782334384858
2189,E:\result\0965_seg.v3dpbd\gold\483_1049_122_gold.tiff,-1,-1,-1,0.46458333333333335,0.2676767676767677,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5192005389624972,-1.0,0.2676767676767677
2190,E:\result\0965_seg.v3dpbd\gold\485_1113_149_gold.tiff,-1,-1,-1,0.4050179211469534,0.3371824480369515,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4640957446808511,-1.0,0.3371824480369515
2191,E:\result\0965_seg.v3dpbd\gold\487_970_24_gold.tiff,-1,-1,-1,0.47733333333333333,0.21641791044776118,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.44718909710391824,-1.0,0.21641791044776118
2192,E:\result\0965_seg.v3dpbd\gold\490_1177_133_gold.tiff,-1,-1,-1,0.39593908629441626,0.2463393626184324,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.40980009751340807,-1.0,0.2463393626184324
2193,E:\result\0965_seg.v3dpbd\gold\490_537_129_gold.tiff,-1,-1,-1,0.18604651162790697,0.024691358024691357,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.28058877644894203,-1.0,0.024691358024691357
2194,E:\result\0965_seg.v3dpbd\gold\500_1049_151_gold.tiff,-1,-1,-1,0.48854961832061067,0.2868217054263566,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4967364393427864,-1.0,0.2868217054263566
2195,E:\result\0965_seg.v3dpbd\gold\502_986_51_gold.tiff,-1,-1,-1,0.4534746760895171,0.3088,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4729027468448404,-1.0,0.3088
2196,E:\result\0965_seg.v3dpbd\gold\506_1034_94_gold.tiff,-1,-1,-1,0.4920212765957447,0.26498800959232616,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.43567073170731707,-1.0,0.26498800959232616
2197,E:\result\0965_seg.v3dpbd\gold\509_1030_122_gold.tiff,-1,-1,-1,0.46953937592867756,0.2625,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.42652160201829076,-1.0,0.2625
2198,E:\result\0965_seg.v3dpbd\gold\509_880_136_gold.tiff,-1,-1,-1,0.35608726249120337,0.2014736842105263,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.398805529459133,-1.0,0.2014736842105263
2199,E:\result\0965_seg.v3dpbd\gold\515_1039_54_gold.tiff,-1,-1,-1,0.4090909090909091,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4440465532676813,-1.0,0.0
2200,E:\result\0965_seg.v3dpbd\gold\524_413_138_gold.tiff,-1,-1,-1,0.18518518518518517,0.0,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.36904761904761907,-1.0,0.0
2201,E:\result\0965_seg.v3dpbd\gold\529_906_107_gold.tiff,-1,-1,-1,0.37985103880831045,0.2211859933133908,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.40803522953489774,-1.0,0.2211859933133908
2202,E:\result\0965_seg.v3dpbd\gold\532_646_127_gold.tiff,-1,-1,-1,0.30546762589928056,0.1656140350877193,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.38588115794819705,-1.0,0.1656140350877193
2203,E:\result\0965_seg.v3dpbd\gold\536_902_113_gold.tiff,-1,-1,-1,0.36740804106073566,0.21556237588012275,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3970207662690147,-1.0,0.21556237588012275
2204,E:\result\0965_seg.v3dpbd\gold\538_774_113_gold.tiff,-1,-1,-1,0.3675872404196104,0.19495475733479573,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.42330917874396135,-1.0,0.19495475733479573
2205,E:\result\0965_seg.v3dpbd\gold\539_518_132_gold.tiff,-1,-1,-1,0.27608142493638677,0.23903508771929824,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.35370611183355005,-1.0,0.23903508771929824
2206,E:\result\0965_seg.v3dpbd\gold\542_902_120_gold.tiff,-1,-1,-1,0.3710351610523728,0.22887833092336293,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.39285223367697597,-1.0,0.22887833092336293
2207,E:\result\0965_seg.v3dpbd\gold\548_1034_120_gold.tiff,-1,-1,-1,0.3707440100882724,0.29537366548042704,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3964357767316745,-1.0,0.29537366548042704
2208,E:\result\0965_seg.v3dpbd\gold\551_1158_153_gold.tiff,-1,-1,-1,0.3708029197080292,0.2828282828282828,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.41867704280155643,-1.0,0.2828282828282828
2209,E:\result\0965_seg.v3dpbd\gold\551_906_113_gold.tiff,-1,-1,-1,0.39168202158462756,0.21608509050195931,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4065228018716391,-1.0,0.21608509050195931
2210,E:\result\0965_seg.v3dpbd\gold\552_906_52_gold.tiff,-1,-1,-1,0.41363636363636364,0.23830455259026687,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.49177262528047866,-1.0,0.23830455259026687
2211,E:\result\0965_seg.v3dpbd\gold\554_1127_151_gold.tiff,-1,-1,-1,0.36401673640167365,0.42508417508417506,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4085714285714286,-1.0,0.42508417508417506
2212,E:\result\0965_seg.v3dpbd\gold\565_752_110_gold.tiff,-1,-1,-1,0.37843851132686085,0.23154787009700548,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4395828033579242,-1.0,0.23154787009700548
2213,E:\result\0965_seg.v3dpbd\gold\567_815_109_gold.tiff,-1,-1,-1,0.3709090909090909,0.1900328587075575,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.450591568071988,-1.0,0.1900328587075575
2214,E:\result\0965_seg.v3dpbd\gold\568_986_16_gold.tiff,-1,-1,-1,0.2647058823529412,0.09898477157360407,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.3452991452991453,-1.0,0.09898477157360407
2215,E:\result\0965_seg.v3dpbd\gold\571_1162_151_gold.tiff,-1,-1,-1,0.3977485928705441,0.18949958982772763,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.41505504314192204,-1.0,0.18949958982772763
2216,E:\result\0965_seg.v3dpbd\gold\574_645_124_gold.tiff,-1,-1,-1,0.31313131313131315,0.16523031203566121,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.41785334750265674,-1.0,0.16523031203566121
2217,E:\result\0965_seg.v3dpbd\gold\577_1283_122_gold.tiff,-1,-1,-1,0.38666666666666666,0.1614420062695925,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.48928571428571427,-1.0,0.1614420062695925
2218,E:\result\0965_seg.v3dpbd\gold\578_774_124_gold.tiff,-1,-1,-1,0.3553475935828877,0.18806104129263915,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.44382289930968816,-1.0,0.18806104129263915
2219,E:\result\0965_seg.v3dpbd\gold\578_835_105_gold.tiff,-1,-1,-1,0.36101442068622575,0.19612794612794612,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.47006165019846297,-1.0,0.19612794612794612
2220,E:\result\0965_seg.v3dpbd\gold\579_1155_151_gold.tiff,-1,-1,-1,0.3792134831460674,0.2712842712842713,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4080974561089215,-1.0,0.2712842712842713
2221,E:\result\0965_seg.v3dpbd\gold\579_1213_115_gold.tiff,-1,-1,-1,0.3904382470119522,0.22162985529322163,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.5009940357852882,-1.0,0.22162985529322163
2222,E:\result\0965_seg.v3dpbd\gold\579_518_136_gold.tiff,-1,-1,-1,0.3254416961130742,0.23266563944530047,-1.0,-1,-1.0,0.0,-1,-1.0,-1.0,0.4158197083517455,-1.0,0.23266563944530047
