,ImageName,app1,app2,Advantra,MOST,EnsembleNeuronTracerBasic,meanshift,TreMap,MST_Tracing,EnsembleNeuronTracerV2n,spanningtree,axis_analyzer,Rayshooting,smartTracing,simple,EnsembleNeuronTracerV2s
49,E:\result\0664_seg.v3dpbd\gold\32_32_80_gold.tiff,-1,-1,-1,0.0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0
50,E:\result\0664_seg.v3dpbd\gold\32_32_88_gold.tiff,-1,-1,-1,0.0,0.0,0.0,-1,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0
51,E:\result\0664_seg.v3dpbd\gold\345_408_202_gold.tiff,-1,-1,-1,0.34656900539707014,0.5599052487221045,0.25590635738831613,-1,0.0,0.0,-1,0.2598927952073152,0.23375951518734758,0.2575944170771757,0.2198534858836118,0.5599052487221045
52,E:\result\0664_seg.v3dpbd\gold\347_280_203_gold.tiff,-1,-1,-1,0.31988472622478387,0.5412735849056604,0.16446219116546043,-1,0.0,0.0,-1,0.29886968085106386,0.31705150976909413,0.33894165535956583,0.23258064516129032,0.5412735849056604
53,E:\result\0664_seg.v3dpbd\gold\347_284_194_gold.tiff,-1,-1,-1,0.26859504132231404,0.5135488083578191,0.1560359589041096,-1,0.0,0.0,-1,0.296137339055794,0.2893068469991547,0.3287852946750047,0.216402941831959,0.5135488083578191
54,E:\result\0664_seg.v3dpbd\gold\364_349_100_gold.tiff,-1,-1,-1,0.13189568706118354,0.48381877022653724,0.14705882352941177,-1,0.0,0.0,-1,0.2551122194513716,0.1726998491704374,0.2605403192795743,0.19886082218920256,0.48381877022653724
55,E:\result\0664_seg.v3dpbd\gold\426_298_228_gold.tiff,-1,-1,-1,0.27240732050680433,0.6056957186544343,0.2040733197556008,-1,0.0,0.0,-1,0.2855605105335999,0.28109656301145663,0.31105862739649903,0.23055141579731744,0.6056957186544343
56,E:\result\0664_seg.v3dpbd\gold\426_331_220_gold.tiff,-1,-1,-1,0.28912507701786816,0.5450105596620908,0.18875199849525062,-1,0.0,0.0,-1,0.27645446880269814,0.2674374163959488,0.28746149664794346,0.21272582886638872,0.5450105596620908
57,E:\result\0664_seg.v3dpbd\gold\426_351_166_gold.tiff,-1,-1,-1,0.3556664290805417,0.5510662177328844,0.22691169599750818,-1,0.0,0.0,-1,0.32145441389290885,0.28896699266503667,0.3279007177033493,0.23059078255490256,0.5510662177328844
58,E:\result\0664_seg.v3dpbd\gold\426_368_215_gold.tiff,-1,-1,-1,0.3098124428179323,0.5033570912095858,0.19494134897360704,-1,0.0,0.0,-1,0.2746164159094295,0.24495333906942882,0.28910979417574717,0.21571305347901093,0.5033570912095858
59,E:\result\0664_seg.v3dpbd\gold\426_426_259_gold.tiff,-1,-1,-1,0.34574774428873106,0.39579524680073125,0.2065893665158371,-1,0.0,0.0,-1,0.28320216428922773,0.24118476727785615,0.2845997973657548,0.23278845006562462,0.39579524680073125
60,E:\result\0664_seg.v3dpbd\gold\427_426_226_gold.tiff,-1,-1,-1,0.3472087142579265,0.39373145400593473,0.2080536912751678,-1,0.0,0.0,-1,0.2829811179192197,0.24118228766069663,0.28338294159909677,0.2303125757208626,0.39373145400593473
61,E:\result\0664_seg.v3dpbd\gold\554_308_223_gold.tiff,-1,-1,-1,0.30652831820147,0.7848885218827415,0.21764534034472685,-1,0.0,0.0,-1,0.3358092259577795,0.24580536912751677,0.2995475113122172,0.261549654419789,0.7848885218827415
62,E:\result\0664_seg.v3dpbd\gold\554_333_220_gold.tiff,-1,-1,-1,0.30652831820147,0.7848885218827415,0.21764534034472685,-1,0.0,0.0,-1,0.3358092259577795,0.24580536912751677,0.2995475113122172,0.261549654419789,0.7848885218827415
63,E:\result\0664_seg.v3dpbd\gold\682_310_172_gold.tiff,-1,-1,-1,0.23763480847898846,0.6334766787958981,0.13182897862232779,-1,0.0,0.0,-1,0.3372020075282309,0.32378365028402073,0.255271644753163,0.22336293007769145,0.6334766787958981
64,E:\result\0664_seg.v3dpbd\gold\682_310_221_gold.tiff,-1,-1,-1,0.24981826992973105,0.5809544098849595,0.13229505391066232,-1,0.0,0.0,-1,0.2924033417524772,0.256413973039571,0.24693492612386042,0.20463510848126232,0.5809544098849595
65,E:\result\0664_seg.v3dpbd\gold\709_182_261_gold.tiff,-1,-1,-1,0.17912946428571427,0.5305775764439411,0.34214123006833713,-1,0.0,0.0,-1,0.19129480614484273,0.2226753670473083,0.20625358577165806,0.1816834617664493,0.5305775764439411
66,E:\result\0664_seg.v3dpbd\gold\737_310_231_gold.tiff,-1,-1,-1,0.2045889101338432,0.4987160674981658,0.16639662994167206,-1,0.0,0.0,-1,0.24509447674418605,0.3127673363577447,0.29304718875502006,0.24992421946044255,0.4987160674981658
67,E:\result\0664_seg.v3dpbd\gold\749_310_285_gold.tiff,-1,-1,-1,0.10318949343339587,0.29411764705882354,0.1199421965317919,-1,0.0,0.0,-1,0.09541511771995044,0.23943661971830985,0.10997732426303855,0.21881606765327696,0.29411764705882354
68,E:\result\0664_seg.v3dpbd\gold\804_310_201_gold.tiff,-1,-1,-1,0.19546065402418994,0.39879042211799554,0.24880138733040905,-1,0.0,0.0,-1,0.38248101265822787,0.34835796387520523,0.3902948688182029,0.3077126022337525,0.39879042211799554
69,E:\result\0664_seg.v3dpbd\gold\808_182_208_gold.tiff,-1,-1,-1,0.21237222418047233,0.4359793187347932,0.21488696488696488,-1,0.0,0.0,-1,0.25533211456429006,0.2295284182560015,0.27689781726868845,0.24144448865897333,0.4359793187347932
70,E:\result\0664_seg.v3dpbd\gold\810_262_189_gold.tiff,-1,-1,-1,0.21647600889736257,0.43844754396604,0.2560326969374615,-1,0.0,0.0,-1,0.33368339597612207,0.2982305678432789,0.33909867089164686,0.27986267870579384,0.43844754396604
71,E:\result\0664_seg.v3dpbd\gold\810_310_176_gold.tiff,-1,-1,-1,0.19912889614808765,0.39050222070379226,0.24392352771639927,-1,0.0,0.0,-1,0.37877939529675253,0.3416172670618635,0.3844490884196873,0.3041659832704609,0.39050222070379226
72,E:\result\0664_seg.v3dpbd\gold\837_224_216_gold.tiff,-1,-1,-1,0.252591632728619,0.4224020442930153,0.18757351414931156,-1,0.0,0.0,-1,0.3274477307496175,0.28680819602872837,0.325563080800126,0.2679564548574133,0.4224020442930153
73,E:\result\0664_seg.v3dpbd\gold\876_96_155_gold.tiff,-1,-1,-1,0.20854114713216956,0.336212030970816,0.12437143814951392,-1,0.0,0.0,-1,0.2174823344674169,0.2553152825731419,0.23904293381037567,0.1946420104314841,0.336212030970816
74,E:\result\0664_seg.v3dpbd\gold\886_149_132_gold.tiff,-1,-1,-1,0.24885496183206107,0.30424381110879967,0.17351641117276403,-1,0.0,0.0,-1,0.2718126207340631,0.25415559537786564,0.28174712013165115,0.23513374106550733,0.30424381110879967
75,E:\result\0664_seg.v3dpbd\gold\898_277_155_gold.tiff,-1,-1,-1,0.21971346704871061,0.37560550280953303,0.2154831567294006,-1,0.0,0.0,-1,0.3500865351332641,0.27934936350777934,0.32404096721410824,0.27743736383442263,0.37560550280953303
76,E:\result\0664_seg.v3dpbd\gold\936_201_177_gold.tiff,-1,-1,-1,0.2696370530877573,0.2846989966555184,0.14685742235265345,-1,0.0,0.0,-1,0.29342581423401687,0.26949395289624445,0.29663850756775784,0.24009708737864077,0.2846989966555184
77,E:\result\0664_seg.v3dpbd\gold\938_242_126_gold.tiff,-1,-1,-1,0.22602739726027396,0.23113720373994345,0.14595350463205733,-1,0.0,0.0,-1,0.327788504381405,0.26346452615225274,0.2957993730407524,0.2556759163080576,0.23113720373994345
78,E:\result\0664_seg.v3dpbd\gold\938_277_188_gold.tiff,-1,-1,-1,0.15629742033383914,0.3212372138334145,0.17656664625433763,-1,0.0,0.0,-1,0.3600421718502899,0.2945981993997999,0.32783055598816385,0.31158480074142725,0.3212372138334145
79,E:\result\0664_seg.v3dpbd\gold\965_191_166_gold.tiff,-1,-1,-1,0.25126817720662836,0.1706954258088509,0.1339858251771853,-1,0.0,0.0,-1,0.24591762125274189,0.22598545732874092,0.23676081200353044,0.19975,0.1706954258088509
80,E:\result\080926a.tif.v3dpbd\gold\1005_755_27_gold.tiff,-1,-1,-1,0.39820359281437123,-1.0,-1.0,-1,-1.0,0.20451237263464336,-1,-1.0,0.0,-1.0,-1.0,0.13985032740879327
81,E:\result\080926a.tif.v3dpbd\gold\1005_777_27_gold.tiff,-1,-1,-1,0.3646788990825688,-1.0,-1.0,-1,-1.0,0.2076591154261057,-1,-1.0,0.0,-1.0,-1.0,0.17430207587687901
82,E:\result\080926a.tif.v3dpbd\gold\1006_1309_27_gold.tiff,-1,-1,-1,0.17411300919842312,-1.0,-1.0,-1,-1.0,0.20601028074337682,-1,-1.0,0.0,-1.0,-1.0,0.2073870726229099
83,E:\result\080926a.tif.v3dpbd\gold\1008_905_27_gold.tiff,-1,-1,-1,0.17418032786885246,-1.0,-1.0,-1,-1.0,0.11656015559877744,-1,-1.0,0.0,-1.0,-1.0,0.11679961900226217
84,E:\result\080926a.tif.v3dpbd\gold\1008_930_27_gold.tiff,-1,-1,-1,0.22415133454262762,-1.0,-1.0,-1,-1.0,0.14761376248612654,-1,-1.0,0.0,-1.0,-1.0,0.10049919939719318
85,E:\result\080926a.tif.v3dpbd\gold\1010_421_27_gold.tiff,-1,-1,-1,0.163151364764268,-1.0,-1.0,-1,-1.0,0.07378223495702006,-1,-1.0,0.0,-1.0,-1.0,0.18073836276083466
86,E:\result\080926a.tif.v3dpbd\gold\1011_1063_27_gold.tiff,-1,-1,-1,0.31960417223856646,-1.0,-1.0,-1,-1.0,0.1282819929708497,-1,-1.0,0.00018825301204819278,-1.0,-1.0,0.0817921146953405
87,E:\result\080926a.tif.v3dpbd\gold\1012_1408_27_gold.tiff,-1,-1,-1,0.18859060402684563,-1.0,-1.0,-1,-1.0,0.1347517730496454,-1,-1.0,0.0,-1.0,-1.0,0.15441741357234315
88,E:\result\080926a.tif.v3dpbd\gold\1016_1379_27_gold.tiff,-1,-1,-1,0.25685506435366534,-1.0,-1.0,-1,-1.0,0.13018433179723501,-1,-1.0,0.0,-1.0,-1.0,0.13348462966783578
89,E:\result\080926a.tif.v3dpbd\gold\1038_648_27_gold.tiff,-1,-1,-1,0.20341614906832298,-1.0,-1.0,-1,-1.0,0.32112332112332115,-1,-1.0,0.0,-1.0,-1.0,0.3588235294117647
90,E:\result\080926a.tif.v3dpbd\gold\1057_1522_27_gold.tiff,-1,-1,-1,0.2700348432055749,-1.0,-1.0,-1,-1.0,0.11375346809353944,-1,-1.0,0.0,-1.0,-1.0,0.12109272392960337
91,E:\result\080926a.tif.v3dpbd\gold\1058_1437_27_gold.tiff,-1,-1,-1,0.24049586776859505,-1.0,-1.0,-1,-1.0,0.24686431014823262,-1,-1.0,0.0,-1.0,-1.0,0.1285863328116849
92,E:\result\080926a.tif.v3dpbd\gold\106_841_27_gold.tiff,-1,-1,-1,0.04503676470588235,-1.0,-1.0,-1,-1.0,0.0,-1,-1.0,0.0,-1.0,-1.0,0.2079299216228677
93,E:\result\080926a.tif.v3dpbd\gold\1074_1091_27_gold.tiff,-1,-1,-1,0.20608836206896552,-1.0,-1.0,-1,-1.0,0.09595908954176276,-1,-1.0,0.0,-1.0,-1.0,0.10475054661101173
94,E:\result\080926a.tif.v3dpbd\gold\1074_1140_27_gold.tiff,-1,-1,-1,0.3876154635648307,-1.0,-1.0,-1,-1.0,0.18157935404110648,-1,-1.0,0.0,-1.0,-1.0,0.10181539807524059
95,E:\result\080926a.tif.v3dpbd\gold\1082_1565_27_gold.tiff,-1,-1,-1,0.3526989935956084,-1.0,-1.0,-1,-1.0,0.22309482257126237,-1,-1.0,0.0,-1.0,-1.0,0.15204301075268817
96,E:\result\080926a.tif.v3dpbd\gold\1083_1437_27_gold.tiff,-1,-1,-1,0.2459847844463229,-1.0,-1.0,-1,-1.0,0.2507237984944991,-1,-1.0,0.0,-1.0,-1.0,0.12949829261886
97,E:\result\080926a.tif.v3dpbd\gold\1086_1531_27_gold.tiff,-1,-1,-1,0.282983682983683,-1.0,-1.0,-1,-1.0,0.17180347879157767,-1,-1.0,0.0,-1.0,-1.0,0.15522703273495247
98,E:\result\080926a.tif.v3dpbd\gold\1087_1809_27_gold.tiff,-1,-1,-1,0.061214953271028036,-1.0,-1.0,-1,-1.0,0.3847720906544436,-1,-1.0,0.0,-1.0,-1.0,0.28829015544041453
99,E:\result\080926a.tif.v3dpbd\gold\1087_1817_27_gold.tiff,-1,-1,-1,0.041251778093883355,-1.0,-1.0,-1,-1.0,0.40264797507788164,-1,-1.0,0.0,-1.0,-1.0,0.29253669629935913
100,E:\result\080926a.tif.v3dpbd\gold\1087_1844_27_gold.tiff,-1,-1,-1,0.0005333333333333334,-1.0,-1.0,-1,-1.0,0.4175055928411633,-1,-1.0,0.0,-1.0,-1.0,0.3016077170418006
101,E:\result\080926a.tif.v3dpbd\gold\1088_1303_27_gold.tiff,-1,-1,-1,0.20919100047869793,-1.0,-1.0,-1,-1.0,0.15488614800759012,-1,-1.0,0.0,-1.0,-1.0,0.1499462558222859
102,E:\result\080926a.tif.v3dpbd\gold\1092_469_27_gold.tiff,-1,-1,-1,0.1877962085308057,-1.0,-1.0,-1,-1.0,0.0,-1,-1.0,0.0,-1.0,-1.0,0.16829427083333334
103,E:\result\080926a.tif.v3dpbd\gold\1099_550_27_gold.tiff,-1,-1,-1,0.20617283950617285,-1.0,-1.0,-1,-1.0,0.22975852272727273,-1,-1.0,0.0,-1.0,-1.0,0.29250347981706104
104,E:\result\080926a.tif.v3dpbd\gold\1099_567_27_gold.tiff,-1,-1,-1,0.2199325590108655,-1.0,-1.0,-1,-1.0,0.2796001249609497,-1,-1.0,0.0,-1.0,-1.0,0.2811119293078056
105,E:\result\080926a.tif.v3dpbd\gold\1099_634_27_gold.tiff,-1,-1,-1,0.23018509729473186,-1.0,-1.0,-1,-1.0,0.28577353795105764,-1,-1.0,0.0,-1.0,-1.0,0.27632827324478176
106,E:\result\080926a.tif.v3dpbd\gold\1100_1716_27_gold.tiff,-1,-1,-1,0.0859375,-1.0,-1.0,-1,-1.0,0.37097735399284865,-1,-1.0,0.0,-1.0,-1.0,0.3066251415628539
107,E:\result\080926a.tif.v3dpbd\gold\1100_762_27_gold.tiff,-1,-1,-1,0.5300279329608939,-1.0,-1.0,-1,-1.0,0.22416918429003022,-1,-1.0,0.0,-1.0,-1.0,0.13186481593240795
108,E:\result\080926a.tif.v3dpbd\gold\1101_439_27_gold.tiff,-1,-1,-1,0.21697467488021902,-1.0,-1.0,-1,-1.0,0.0,-1,-1.0,0.0,-1.0,-1.0,0.18776950215601726
109,E:\result\080926a.tif.v3dpbd\gold\1101_567_27_gold.tiff,-1,-1,-1,0.2199325590108655,-1.0,-1.0,-1,-1.0,0.2775193798449612,-1,-1.0,0.0,-1.0,-1.0,0.28043398308201545
110,E:\result\080926a.tif.v3dpbd\gold\1111_1716_27_gold.tiff,-1,-1,-1,0.07990314769975787,-1.0,-1.0,-1,-1.0,0.3825966850828729,-1,-1.0,0.0,-1.0,-1.0,0.32544067350697187
111,E:\result\080926a.tif.v3dpbd\gold\1118_1043_27_gold.tiff,-1,-1,-1,0.25632635253054104,-1.0,-1.0,-1,-1.0,0.10263957462969996,-1,-1.0,0.0,-1.0,-1.0,0.09622762148337596
112,E:\result\080926a.tif.v3dpbd\gold\1122_1972_27_gold.tiff,-1,-1,-1,0.35104895104895106,-1.0,-1.0,-1,-1.0,0.18449559918754233,-1,-1.0,0.0,-1.0,-1.0,0.15805946791862285
