,ImageName,app1,app2,snake,Advantra,MOST,EnsembleNeuronTracerBasic,Rollerball,meanshift,TreMap,MST_Tracing,EnsembleNeuronTracerV2n,LCMboost,nctuTW_GD,NeuroStalker,spanningtree,Cwlab_ver1,neutu_autotrace,axis_analyzer,nctuTW,Rayshooting,smartTracing,simple,EnsembleNeuronTracerV2s,NeuronChaser,neutube
42,E:\result\0664_seg.v3dpbd\gold\298_464_281_gold.tiff,-1,-1,0.29896907216494845,-1,0.08084644601193706,0.1850244167118828,0.38849701573521433,0.15952251763429193,-1,0.0,0.0,0.2116115029842648,0.27672273467173086,-1,-1,0.21486706456863808,-1.0,0.4085729788388497,0.32121540965816603,0.4042322300596853,0.3836136733586544,0.3657080846446012,0.1850244167118828,-1.0,0.3071079761258817
43,E:\result\0664_seg.v3dpbd\gold\318_349_116_gold.tiff,-1,-1,0.38960666092449037,-1,0.2035601492965834,0.4455928797014068,0.4467413149583692,0.21791559000861327,-1,0.0,0.0,0.32213608957795004,0.4389893769738731,-1,-1,0.4906689635371806,-1.0,0.410565604364054,0.42262417456215906,0.35400516795865633,0.5058857306919322,0.39391329313809936,0.4455928797014068,-1.0,0.33907550961814525
44,E:\result\0664_seg.v3dpbd\gold\32_32_124_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
45,E:\result\0664_seg.v3dpbd\gold\32_32_168_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
46,E:\result\0664_seg.v3dpbd\gold\32_32_34_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
47,E:\result\0664_seg.v3dpbd\gold\32_32_55_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
48,E:\result\0664_seg.v3dpbd\gold\32_32_62_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
49,E:\result\0664_seg.v3dpbd\gold\32_32_80_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
50,E:\result\0664_seg.v3dpbd\gold\32_32_88_gold.tiff,-1,-1,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
51,E:\result\0664_seg.v3dpbd\gold\345_408_202_gold.tiff,-1,-1,0.3643979057591623,-1,0.35287958115183243,0.587696335078534,0.4479057591623037,0.3117801047120419,-1,0.0,0.0,0.4094240837696335,0.39659685863874344,-1,-1,0.6581151832460733,-1.0,0.431413612565445,0.40026178010471203,0.41387434554973823,0.49267015706806283,0.3494764397905759,0.587696335078534,-1.0,0.38167539267015704
52,E:\result\0664_seg.v3dpbd\gold\347_280_203_gold.tiff,-1,-1,0.4214229867083659,-1,0.3033620015637217,0.5379202501954652,0.3033620015637217,0.25723221266614543,-1,0.0,0.0,0.4065676309616888,0.3854573885848319,-1,-1,0.562157935887412,-1.0,0.35105551211884284,0.40187646598905397,0.418295543393276,0.4878811571540266,0.2814698983580923,0.5379202501954652,-1.0,0.4190774042220485
53,E:\result\0664_seg.v3dpbd\gold\347_284_194_gold.tiff,-1,-1,0.37613019891500904,-1,0.2543701024713683,0.47377938517179025,0.33815551537070526,0.21940928270042195,-1,0.0,0.0,0.33936106088004825,0.38034960819770947,-1,-1,0.5039180229053647,-1.0,0.3948161543098252,0.4231464737793852,0.41229656419529837,0.5226039783001808,0.2923447860156721,0.47377938517179025,-1.0,0.352622061482821
54,E:\result\0664_seg.v3dpbd\gold\364_349_100_gold.tiff,-1,-1,0.2557932263814617,-1,0.11675579322638147,0.39928698752228164,0.5035650623885918,0.17557932263814616,-1,0.0,0.0,0.2798573975044563,0.35294117647058826,-1,-1,0.4447415329768271,-1.0,0.4554367201426025,0.4714795008912656,0.3057040998217469,0.5668449197860963,0.357397504456328,0.39928698752228164,-1.0,0.18092691622103388
55,E:\result\0664_seg.v3dpbd\gold\426_298_228_gold.tiff,-1,-1,0.4357453538948201,-1,0.22933965994464214,0.6263345195729537,0.4238829576907869,0.2969553183076315,-1,0.0,0.0,0.3705021747726374,0.3708975879794385,-1,-1,0.6599446421510479,-1.0,0.36694345591142746,0.36733886911822855,0.4072756030051404,0.4424673784104389,0.3056544088572558,0.6263345195729537,-1.0,0.4139976275207592
56,E:\result\0664_seg.v3dpbd\gold\426_331_220_gold.tiff,-1,-1,0.3990623276337562,-1,0.25868725868725867,0.5692222835079978,0.39492553778268064,0.27661334804191945,-1,0.0,0.0,0.36486486486486486,0.3560397131825703,-1,-1,0.611969111969112,-1.0,0.3615554329840044,0.348869277440706,0.3858246001103144,0.43739658025372313,0.2953667953667954,0.5692222835079978,-1.0,0.3910645339216768
57,E:\result\0664_seg.v3dpbd\gold\426_351_166_gold.tiff,-1,-1,0.46645796064400713,-1,0.334525939177102,0.5487477638640429,0.4208407871198569,0.32558139534883723,-1,0.0,0.0,0.33094812164579607,0.4074239713774597,-1,-1,0.5992844364937389,-1.0,0.39713774597495527,0.3926654740608229,0.42262969588550986,0.49016100178890876,0.33318425760286224,0.5487477638640429,-1.0,0.46288014311270126
58,E:\result\0664_seg.v3dpbd\gold\426_368_215_gold.tiff,-1,-1,0.36554447215295094,-1,0.28137988362427263,0.5062344139650873,0.4023275145469659,0.27618453865336656,-1,0.0,0.0,0.3397755610972569,0.327930174563591,-1,-1,0.5567331670822943,-1.0,0.38300083125519535,0.31379883624272653,0.38445552784704906,0.4713216957605985,0.3117206982543641,0.5062344139650873,-1.0,0.3618038237738986
59,E:\result\0664_seg.v3dpbd\gold\426_426_259_gold.tiff,-1,-1,0.3271560940841055,-1,0.3207412687099073,0.3856022808267997,0.3884533143264433,0.2601568068424804,-1,0.0,0.0,0.30719885958660015,0.2794012829650748,-1,-1,0.4436920883820385,-1.0,0.41019244476122596,0.2826086956521739,0.3959372772630078,0.5003563791874555,0.34746970776906627,0.3856022808267997,-1.0,0.30541696364932286
60,E:\result\0664_seg.v3dpbd\gold\427_426_226_gold.tiff,-1,-1,0.3265895953757225,-1,0.3222543352601156,0.3833092485549133,0.38692196531791906,0.2630057803468208,-1,0.0,0.0,0.3038294797687861,0.2781791907514451,-1,-1,0.4407514450867052,-1.0,0.40859826589595377,0.2817919075144509,0.3963150289017341,0.4985549132947977,0.3432080924855491,0.3833092485549133,-1.0,0.30346820809248554
61,E:\result\0664_seg.v3dpbd\gold\554_308_223_gold.tiff,-1,-1,0.32646048109965636,-1,0.30412371134020616,0.8161512027491409,0.4072164948453608,0.31958762886597936,-1,0.0,0.0,0.647766323024055,0.3178694158075601,-1,-1,0.8685567010309279,-1.0,0.36855670103092786,0.2860824742268041,0.37714776632302405,0.4261168384879725,0.3084192439862543,0.8161512027491409,-1.0,0.35309278350515466
62,E:\result\0664_seg.v3dpbd\gold\554_333_220_gold.tiff,-1,-1,0.32646048109965636,-1,0.30412371134020616,0.8161512027491409,0.4072164948453608,0.31958762886597936,-1,0.0,0.0,0.647766323024055,0.3178694158075601,-1,-1,0.8685567010309279,-1.0,0.36855670103092786,0.2860824742268041,0.37714776632302405,0.4261168384879725,0.3084192439862543,0.8161512027491409,-1.0,0.35309278350515466
63,E:\result\0664_seg.v3dpbd\gold\682_310_172_gold.tiff,-1,-1,0.3162853297442799,-1,0.21467025572005383,0.6440107671601615,0.3344549125168237,0.1864064602960969,-1,0.0,0.0,0.4616419919246299,0.23755047106325708,-1,-1,0.6702557200538358,-1.0,0.3613728129205922,0.2294751009421265,0.4407806191117093,0.34589502018842533,0.27052489905787347,0.6440107671601615,-1.0,0.35195154777927323
64,E:\result\0664_seg.v3dpbd\gold\682_310_221_gold.tiff,-1,-1,0.3160270880361174,-1,0.2325056433408578,0.6153498871331828,0.3905191873589165,0.17426636568848758,-1,0.0,0.0,0.4586907449209932,0.2875846501128668,-1,-1,0.6428893905191874,-1.0,0.3395033860045147,0.24153498871331827,0.399097065462754,0.3544018058690745,0.28081264108352144,0.6153498871331828,-1.0,0.3142212189616253
65,E:\result\0664_seg.v3dpbd\gold\709_182_261_gold.tiff,-1,-1,0.3400852878464819,-1,0.17057569296375266,0.4989339019189765,0.3880597014925373,0.3997867803837953,-1,0.0,0.0,0.4125799573560768,0.3358208955223881,-1,-1,0.5810234541577826,-1.0,0.27825159914712155,0.3326226012793177,0.43603411513859275,0.38272921108742003,0.326226012793177,0.4989339019189765,-1.0,0.17377398720682302
66,E:\result\0664_seg.v3dpbd\gold\737_310_231_gold.tiff,-1,-1,0.3382352941176471,-1,0.16841736694677872,0.47584033613445376,0.39215686274509803,0.1796218487394958,-1,0.0,0.0,0.36764705882352944,0.30322128851540614,-1,-1,0.5241596638655462,-1.0,0.23599439775910364,0.34173669467787116,0.4222689075630252,0.40861344537815125,0.28851540616246496,0.47584033613445376,-1.0,0.2601540616246499
67,E:\result\0664_seg.v3dpbd\gold\749_310_285_gold.tiff,-1,-1,0.10839160839160839,-1,0.0944055944055944,0.33916083916083917,0.5034965034965035,0.14335664335664336,-1,0.0,0.0,0.4090909090909091,0.2727272727272727,-1,-1,0.33916083916083917,-1.0,0.13286713286713286,0.13986013986013987,0.44405594405594406,0.16783216783216784,0.36013986013986016,0.33916083916083917,-1.0,0.10839160839160839
68,E:\result\0664_seg.v3dpbd\gold\804_310_201_gold.tiff,-1,-1,0.46597724922440537,-1,0.13526370217166495,0.3340227507755946,0.4637021716649431,0.25211995863495346,-1,0.0,0.0,0.2763185108583247,0.3253360910031024,-1,-1,0.3749741468459152,-1.0,0.3904860392967942,0.43950361944157185,0.4386763185108583,0.521406411582213,0.3617373319544985,0.3340227507755946,-1.0,0.39193381592554294
69,E:\result\0664_seg.v3dpbd\gold\808_182_208_gold.tiff,-1,-1,0.3323943661971831,-1,0.1695774647887324,0.4036619718309859,0.3016901408450704,0.2515492957746479,-1,0.0,0.0,0.3436619718309859,0.30704225352112674,-1,-1,0.44591549295774646,-1.0,0.2949295774647887,0.3340845070422535,0.34056338028169014,0.4036619718309859,0.34169014084507043,0.4036619718309859,-1.0,0.27211267605633804
70,E:\result\0664_seg.v3dpbd\gold\810_262_189_gold.tiff,-1,-1,0.41977969348659006,-1,0.16307471264367815,0.38948754789272033,0.38014846743295017,0.27370689655172414,-1,0.0,0.0,0.31190134099616856,0.30926724137931033,-1,-1,0.43438697318007663,-1.0,0.3613505747126437,0.4074473180076628,0.3954741379310345,0.46120689655172414,0.3562021072796935,0.38948754789272033,-1.0,0.3345306513409962
